,CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,Segment
28,14395.0,1,3,353,1,3471.9100000000008,0,4,Mid-Value
29,17961.0,20,3,249,1,1296.4400000000012,0,4,Mid-Value
30,18225.0,2,3,286,1,5361.02,0,4,Mid-Value
31,12841.0,4,3,439,1,3876.399999999998,0,4,Mid-Value
32,16905.0,4,3,209,1,3085.4799999999996,0,4,Mid-Value
33,16891.0,1,3,203,1,809.7000000000002,0,4,Mid-Value
34,13013.0,0,3,222,1,4786.990000000001,0,4,Mid-Value
35,14723.0,9,3,278,1,1158.3,0,4,Mid-Value
36,17954.0,4,3,489,1,2295.370000000001,0,4,Mid-Value
37,17238.0,2,3,566,1,3744.65,0,4,Mid-Value
38,15708.0,40,3,297,1,3329.719999999999,0,4,Mid-Value
39,15351.0,11,3,233,1,1862.140000000001,0,4,Mid-Value
40,18055.0,6,3,363,1,6752.14,0,4,Mid-Value
41,13069.0,0,3,470,1,3717.819999999998,0,4,Mid-Value
42,16241.0,9,3,662,1,2607.8700000000067,0,4,Mid-Value
43,14800.0,47,3,392,1,4236.339999999998,0,4,Mid-Value
44,16814.0,13,3,325,1,6500.600000000003,0,4,Mid-Value
45,13269.0,0,3,320,1,5315.919999999999,0,4,Mid-Value
46,14810.0,40,3,255,1,2087.879999999999,0,4,Mid-Value
47,17059.0,29,3,516,1,3095.0399999999995,0,4,Mid-Value
48,16327.0,13,3,319,1,3844.22,0,4,Mid-Value
49,17211.0,26,3,213,1,2299.670000000001,0,4,Mid-Value
50,15570.0,6,3,330,1,4109.97,0,4,Mid-Value
51,17858.0,5,3,199,1,5155.659999999998,0,4,Mid-Value
52,16393.0,1,3,358,1,2941.0500000000025,0,4,Mid-Value
53,15023.0,2,3,563,1,6763.15999999999,0,4,Mid-Value
54,15426.0,18,3,300,1,1429.9,0,4,Mid-Value
55,15867.0,4,3,463,1,3797.7899999999986,0,4,Mid-Value
56,14506.0,16,3,316,1,2012.1700000000012,0,4,Mid-Value
57,12720.0,2,3,359,1,5713.2800000000025,0,4,Mid-Value
58,15502.0,15,3,252,1,5541.459999999999,0,4,Mid-Value
59,17965.0,37,3,329,1,2622.569999999998,0,4,Mid-Value
60,13174.0,15,3,314,1,2817.0300000000007,0,4,Mid-Value
61,16161.0,1,3,502,1,5352.969999999997,0,4,Mid-Value
62,14189.0,1,3,277,1,4604.3099999999995,0,4,Mid-Value
63,12474.0,16,3,457,1,7116.47,0,4,Mid-Value
64,16719.0,14,3,203,1,1773.9200000000008,0,4,Mid-Value
65,17596.0,22,3,270,1,2827.929999999999,0,4,Mid-Value
66,14085.0,1,3,451,1,4435.789999999997,0,4,Mid-Value
67,17019.0,10,3,234,1,1272.6100000000013,0,4,Mid-Value
68,16722.0,16,3,228,1,4711.21,0,4,Mid-Value
69,16710.0,18,3,402,1,2483.04,0,4,Mid-Value
70,15984.0,2,3,275,1,2816.9700000000007,0,4,Mid-Value
71,17068.0,11,3,297,1,4531.340000000004,0,4,Mid-Value
72,15356.0,30,3,519,1,2766.499999999999,0,4,Mid-Value
73,17191.0,27,3,237,1,2095.1300000000015,0,4,Mid-Value
74,15194.0,2,3,326,1,7521.169999999997,0,4,Mid-Value
75,17218.0,3,3,274,1,1960.7200000000003,0,4,Mid-Value
76,16782.0,9,3,197,1,2242.25,0,4,Mid-Value
77,15021.0,8,3,479,1,1872.2800000000025,0,4,Mid-Value
78,17091.0,2,3,198,1,3802.8100000000018,0,4,Mid-Value
79,16904.0,3,3,710,1,3754.2699999999986,0,4,Mid-Value
80,15858.0,15,3,191,1,1438.8500000000008,0,4,Mid-Value
81,17419.0,10,3,208,1,4200.969999999999,0,4,Mid-Value
82,12839.0,2,3,316,1,5583.620000000003,0,4,Mid-Value
83,17870.0,1,3,280,1,1889.400000000002,0,4,Mid-Value
84,13267.0,2,3,224,1,4404.440000000001,0,4,Mid-Value
85,13050.0,8,3,422,1,5684.610000000003,0,4,Mid-Value
86,13599.0,0,3,264,1,5030.5999999999985,0,4,Mid-Value
87,18077.0,7,3,227,1,2633.009999999999,0,4,Mid-Value
88,15750.0,2,3,295,1,2451.229999999999,0,4,Mid-Value
89,17975.0,14,3,297,1,4393.6100000000015,0,4,Mid-Value
90,16713.0,18,3,632,1,6840.230000000009,0,4,Mid-Value
91,15529.0,22,3,674,1,3967.779999999997,0,4,Mid-Value
92,16016.0,2,3,237,1,1483.3100000000013,0,4,Mid-Value
93,12766.0,3,3,310,1,6989.629999999999,0,4,Mid-Value
94,15298.0,1,3,194,1,3774.1000000000013,0,4,Mid-Value
95,14030.0,17,3,243,1,2360.0899999999997,0,4,Mid-Value
96,16700.0,8,3,312,1,5040.000000000003,0,4,Mid-Value
97,16011.0,7,3,212,1,3362.7100000000023,0,4,Mid-Value
98,16717.0,8,3,236,1,3278.36,0,4,Mid-Value
99,12481.0,22,3,218,1,5590.8600000000015,0,4,Mid-Value
100,13102.0,0,3,310,1,6336.290000000001,0,4,Mid-Value
101,15271.0,6,3,275,1,2485.820000000002,0,4,Mid-Value
102,16255.0,16,3,274,1,2609.2999999999993,0,4,Mid-Value
103,17097.0,1,3,213,1,937.9199999999998,0,4,Mid-Value
104,17576.0,7,3,417,1,3457.7799999999975,0,4,Mid-Value
105,14713.0,8,3,341,1,2664.2599999999998,0,4,Mid-Value
106,14702.0,0,3,348,1,3250.639999999998,0,4,Mid-Value
107,13230.0,3,3,612,1,2763.4100000000008,0,4,Mid-Value
108,17530.0,0,3,394,1,2385.0000000000023,0,4,Mid-Value
109,15805.0,22,3,307,1,5452.169999999996,0,4,Mid-Value
110,17827.0,4,3,220,1,1995.460000000001,0,4,Mid-Value
111,16265.0,8,3,260,1,5423.150000000002,0,4,Mid-Value
112,17790.0,26,3,190,1,1965.5500000000013,0,4,Mid-Value
113,14419.0,10,3,206,1,1058.0600000000002,0,4,Mid-Value
114,13148.0,28,3,347,1,3348.4799999999996,0,4,Mid-Value
115,15514.0,11,3,218,1,2963.1900000000014,0,4,Mid-Value
116,17220.0,23,3,472,1,3198.2500000000027,0,4,Mid-Value
117,16873.0,4,3,289,1,7066.309999999998,0,4,Mid-Value
118,16923.0,11,3,696,1,6666.829999999986,0,4,Mid-Value
119,17372.0,40,3,253,1,1342.6800000000012,0,4,Mid-Value
120,13668.0,2,3,501,1,6216.069999999984,0,4,Mid-Value
121,14684.0,25,3,421,1,1236.2800000000013,0,4,Mid-Value
122,15547.0,6,3,702,1,4954.839999999991,0,4,Mid-Value
123,15998.0,36,3,509,1,3084.1699999999987,0,4,Mid-Value
124,15044.0,18,3,461,1,7629.3799999999965,0,4,Mid-Value
125,14505.0,16,3,803,1,5818.699999999986,0,4,Mid-Value
126,13198.0,9,3,229,1,3384.0899999999974,0,4,Mid-Value
127,13209.0,29,3,329,1,5820.16,0,4,Mid-Value
128,13999.0,9,3,212,1,3865.2600000000034,0,4,Mid-Value
129,14498.0,42,3,193,1,1957.3200000000004,0,4,Mid-Value
130,17338.0,16,3,757,1,6612.179999999995,0,4,Mid-Value
131,17231.0,11,3,546,1,3127.820000000003,0,4,Mid-Value
132,17799.0,21,3,410,1,3026.0799999999967,0,4,Mid-Value
133,17611.0,3,3,582,1,3947.8699999999994,0,4,Mid-Value
134,12476.0,0,3,264,1,6546.580000000007,0,4,Mid-Value
135,14525.0,8,3,298,1,4221.369999999997,0,4,Mid-Value
136,14524.0,31,3,203,1,1867.6800000000007,0,4,Mid-Value
137,14961.0,10,3,317,1,7006.580000000002,0,4,Mid-Value
138,16458.0,2,3,202,1,3482.7400000000002,0,4,Mid-Value
139,14057.0,23,3,291,1,6147.4000000000015,0,4,Mid-Value
140,13178.0,25,3,265,1,5725.470000000003,0,4,Mid-Value
141,14415.0,0,3,612,1,5811.559999999999,0,4,Mid-Value
142,13097.0,32,3,437,1,5893.319999999993,0,4,Mid-Value
143,12867.0,25,3,551,1,3986.2199999999953,0,4,Mid-Value
144,16145.0,8,3,237,1,3741.9799999999955,0,4,Mid-Value
145,17449.0,1,3,279,1,2504.8599999999997,0,4,Mid-Value
146,14426.0,18,3,264,1,3918.9000000000005,0,4,Mid-Value
147,15727.0,16,3,302,1,5178.960000000001,0,4,Mid-Value
148,13266.0,10,3,202,1,3717.6699999999996,0,4,Mid-Value
149,16670.0,16,3,262,1,4022.4600000000028,0,4,Mid-Value
150,16746.0,4,3,452,1,6694.310000000009,0,4,Mid-Value
151,16743.0,28,3,193,1,2191.8400000000006,0,4,Mid-Value
152,14709.0,14,3,197,1,4911.140000000007,0,4,Mid-Value
153,13534.0,1,3,342,1,5613.080000000015,0,4,Mid-Value
154,14735.0,3,3,205,1,5807.69,0,4,Mid-Value
155,18223.0,1,3,299,1,6315.230000000003,0,4,Mid-Value
156,15532.0,24,3,263,1,1517.0800000000029,0,4,Mid-Value
157,16945.0,21,3,249,1,4345.500000000007,0,4,Mid-Value
158,13004.0,11,3,409,1,5613.429999999999,0,4,Mid-Value
159,12417.0,2,3,198,1,3578.8,0,4,Mid-Value
160,17315.0,0,3,487,1,6204.459999999995,0,4,Mid-Value
161,14146.0,8,3,245,1,2949.57,0,4,Mid-Value
162,12705.0,14,3,348,1,6814.240000000004,0,4,Mid-Value
163,16686.0,46,3,588,1,3043.4799999999987,0,4,Mid-Value
164,14099.0,15,3,252,1,3092.9700000000003,0,4,Mid-Value
165,15034.0,15,3,400,1,4277.659999999998,0,4,Mid-Value
166,17593.0,3,3,215,1,3911.5599999999995,0,4,Mid-Value
167,12957.0,3,3,244,1,3979.0400000000022,0,4,Mid-Value
168,13680.0,0,3,216,1,2202.3099999999995,0,4,Mid-Value
169,14221.0,41,3,194,1,3427.849999999999,0,4,Mid-Value
170,14653.0,0,3,237,1,1947.5499999999997,0,4,Mid-Value
171,16771.0,32,3,255,1,2246.8100000000013,0,4,Mid-Value
172,15046.0,8,3,207,1,5064.01,0,4,Mid-Value
173,18226.0,38,3,245,1,5192.100000000004,0,4,Mid-Value
174,17634.0,35,3,297,1,2361.9700000000034,0,4,Mid-Value
175,18283.0,3,3,756,1,2094.880000000003,0,4,Mid-Value
176,12484.0,32,3,350,1,4495.27,0,4,Mid-Value
177,15059.0,40,3,239,1,1325.8200000000006,0,4,Mid-Value
178,16326.0,5,3,320,1,3085.9600000000046,0,4,Mid-Value
179,14755.0,9,3,237,1,4965.379999999999,0,4,Mid-Value
180,13451.0,25,3,444,1,2916.45,0,4,Mid-Value
181,12539.0,21,3,274,1,3852.4999999999986,0,4,Mid-Value
182,17365.0,12,3,468,1,4801.559999999999,0,4,Mid-Value
183,16791.0,28,3,322,1,1706.2800000000022,0,4,Mid-Value
184,16655.0,17,3,261,1,3794.519999999997,0,4,Mid-Value
185,12359.0,7,3,254,1,6245.530000000006,0,4,Mid-Value
186,14587.0,18,3,384,1,1598.2400000000007,0,4,Mid-Value
187,12437.0,1,3,201,1,4896.659999999998,0,4,Mid-Value
188,14040.0,40,3,241,1,3542.1899999999996,0,4,Mid-Value
189,17364.0,0,3,414,1,4455.729999999996,0,4,Mid-Value
190,13614.0,23,3,201,1,1610.460000000001,0,4,Mid-Value
191,12490.0,4,3,245,1,5417.9299999999985,0,4,Mid-Value
192,12553.0,7,3,196,1,3652.2500000000014,0,4,Mid-Value
193,15033.0,4,3,513,1,2571.020000000001,0,4,Mid-Value
194,14329.0,8,3,269,1,4928.740000000004,0,4,Mid-Value
195,16401.0,0,3,198,1,4061.239999999999,0,4,Mid-Value
196,13700.0,25,3,197,1,2265.119999999999,0,4,Mid-Value
197,18069.0,25,3,472,1,2021.8200000000004,0,4,Mid-Value
198,17609.0,40,3,238,1,1103.9200000000003,0,4,Mid-Value
199,12626.0,22,3,307,1,6388.3499999999985,0,4,Mid-Value
200,13527.0,33,3,224,1,2263.76,0,4,Mid-Value
201,15296.0,43,3,200,1,3610.3100000000004,0,4,Mid-Value
202,17730.0,2,3,220,1,5288.829999999997,0,4,Mid-Value
203,17602.0,1,3,565,1,5050.769999999997,0,4,Mid-Value
204,14572.0,2,3,273,1,2803.690000000001,0,4,Mid-Value
205,17769.0,12,3,313,1,3960.6299999999997,0,4,Mid-Value
206,15443.0,1,3,385,1,3212.159999999999,0,4,Mid-Value
207,13742.0,16,3,323,1,3102.420000000001,0,4,Mid-Value
208,17673.0,0,3,228,1,1622.2200000000016,0,4,Mid-Value
209,17861.0,2,3,223,1,2059.2000000000007,0,4,Mid-Value
210,14534.0,2,3,558,1,4075.349999999999,0,4,Mid-Value
211,14049.0,16,3,505,1,5639.149999999996,0,4,Mid-Value
212,16409.0,35,3,232,1,2028.8800000000017,0,4,Mid-Value
213,15910.0,0,3,267,1,1232.1799999999996,0,4,Mid-Value
214,14701.0,10,3,350,1,2486.219999999999,0,4,Mid-Value
215,16767.0,30,3,222,1,5580.599999999999,0,4,Mid-Value
216,18125.0,29,3,197,1,1141.3399999999992,0,4,Mid-Value
217,14659.0,8,3,259,1,2456.5300000000007,0,4,Mid-Value
218,13709.0,3,3,346,1,6249.110000000003,0,4,Mid-Value
219,17463.0,15,3,219,1,1881.3600000000017,0,4,Mid-Value
220,14502.0,19,3,631,1,2351.02,0,4,Mid-Value
221,18145.0,12,3,221,1,2861.5500000000006,0,4,Mid-Value
222,15144.0,7,3,218,1,6530.040000000007,0,4,Mid-Value
223,15058.0,24,3,276,1,2124.9900000000025,0,4,Mid-Value
224,16110.0,44,3,354,1,1337.4800000000016,0,4,Mid-Value
225,14044.0,26,3,209,1,652.8199999999993,0,4,Mid-Value
226,13871.0,22,3,338,1,6389.800000000004,0,4,Mid-Value
227,16938.0,8,3,242,1,1903.1300000000012,0,4,Mid-Value
228,13137.0,10,3,705,1,3605.0799999999995,0,4,Mid-Value
229,14410.0,15,3,287,1,576.2999999999998,0,4,Mid-Value
230,17613.0,22,3,319,1,4509.37,0,4,Mid-Value
231,14562.0,3,3,446,1,4709.22,0,4,Mid-Value
232,17686.0,6,3,286,1,5739.460000000007,0,4,Mid-Value
233,15114.0,29,3,197,1,2760.5599999999977,0,4,Mid-Value
234,17348.0,14,3,215,1,1159.5200000000011,0,4,Mid-Value
235,14530.0,25,3,216,1,2925.910000000001,0,4,Mid-Value
236,12362.0,2,3,274,1,5154.580000000002,0,4,Mid-Value
237,13018.0,15,3,459,1,7272.749999999996,0,4,Mid-Value
238,15382.0,14,3,306,1,5927.859999999999,0,4,Mid-Value
239,12714.0,8,3,259,1,4708.859999999994,0,4,Mid-Value
240,18172.0,14,3,197,1,7490.170000000001,0,4,Mid-Value
241,16115.0,9,3,284,1,1667.9700000000018,0,4,Mid-Value
242,17323.0,14,3,204,1,908.9900000000005,0,4,Mid-Value
243,16592.0,3,3,222,1,4073.2799999999993,0,4,Mid-Value
244,13610.0,11,3,228,1,1115.4300000000005,0,4,Mid-Value
245,16187.0,31,3,297,1,6841.239999999998,0,4,Mid-Value
246,15676.0,8,3,216,1,3324.09,0,4,Mid-Value
247,15622.0,2,3,214,1,3224.5300000000016,0,4,Mid-Value
248,17426.0,3,3,272,1,5022.259999999998,0,4,Mid-Value
249,17416.0,29,3,271,1,6838.340000000002,0,4,Mid-Value
250,17652.0,24,3,270,1,4737.1299999999965,0,4,Mid-Value
251,14903.0,20,3,364,1,2744.4800000000005,0,4,Mid-Value
252,14499.0,25,3,194,1,815.32,0,4,Mid-Value
253,15572.0,4,3,215,1,2552.86,0,4,Mid-Value
254,16242.0,7,3,295,1,3598.260000000001,0,4,Mid-Value
255,13975.0,30,3,340,1,2503.2299999999996,0,4,Mid-Value
256,14730.0,0,3,501,1,2005.0600000000063,0,4,Mid-Value
257,16712.0,8,3,447,1,3645.4299999999957,0,4,Mid-Value
258,16426.0,1,3,372,1,1908.2500000000002,0,4,Mid-Value
259,17049.0,2,3,322,1,5594.780000000006,0,4,Mid-Value
260,14291.0,1,3,238,1,3873.2999999999984,0,4,Mid-Value
261,15493.0,32,3,299,1,1967.250000000005,0,4,Mid-Value
262,16005.0,11,3,218,1,615.389999999999,0,4,Mid-Value
263,15150.0,16,3,344,1,5303.969999999995,0,4,Mid-Value
264,12597.0,18,3,214,1,3683.1300000000015,0,4,Mid-Value
265,17716.0,22,3,254,1,5505.790000000001,0,4,Mid-Value
266,13268.0,17,3,447,1,3167.639999999999,0,4,Mid-Value
267,14422.0,0,3,222,1,4263.64,0,4,Mid-Value
268,17725.0,15,3,198,1,3371.1300000000006,0,4,Mid-Value
269,15861.0,11,3,547,1,3000.360000000001,0,4,Mid-Value
270,14071.0,3,3,333,1,1307.4100000000026,0,4,Mid-Value
271,16728.0,45,3,269,1,1054.6699999999996,0,4,Mid-Value
272,13985.0,3,3,353,1,7024.530000000005,0,4,Mid-Value
273,14711.0,9,3,359,1,2838.199999999997,0,4,Mid-Value
274,13736.0,4,3,194,1,724.0,0,4,Mid-Value
275,17625.0,17,3,315,1,2047.0000000000011,0,4,Mid-Value
276,15249.0,31,3,358,1,6657.360000000006,0,4,Mid-Value
277,17719.0,37,3,278,1,5367.800000000004,0,4,Mid-Value
278,15521.0,35,3,200,1,2574.650000000001,0,4,Mid-Value
279,13988.0,19,3,239,1,4098.800000000001,0,4,Mid-Value
280,16657.0,9,3,208,1,933.6199999999995,0,4,Mid-Value
281,13571.0,12,3,341,1,2092.32,0,4,Mid-Value
282,16609.0,14,3,280,1,5450.960000000006,0,4,Mid-Value
283,12949.0,30,3,219,1,4143.020000000001,0,4,Mid-Value
284,12569.0,1,3,191,1,4064.989999999999,0,4,Mid-Value
285,17758.0,18,3,412,1,3456.7000000000025,0,4,Mid-Value
286,14719.0,1,3,238,1,1592.1800000000007,0,4,Mid-Value
287,14546.0,3,3,417,1,2487.0200000000023,0,4,Mid-Value
288,14446.0,0,3,293,1,1039.5800000000008,0,4,Mid-Value
289,13232.0,12,3,207,1,1357.6000000000015,0,4,Mid-Value
290,14286.0,23,3,285,1,4595.809999999998,0,4,Mid-Value
291,17160.0,30,3,229,1,3518.0299999999993,0,4,Mid-Value
292,16729.0,35,3,668,1,7076.279999999985,0,4,Mid-Value
293,16348.0,31,3,235,1,1469.4500000000005,0,4,Mid-Value
294,13735.0,24,3,208,1,2766.179999999997,0,4,Mid-Value
295,15436.0,11,3,329,1,1122.5300000000007,0,4,Mid-Value
296,16942.0,12,3,283,1,1894.1100000000017,0,4,Mid-Value
297,14191.0,1,3,263,1,4660.010000000002,0,4,Mid-Value
298,16007.0,47,3,385,1,1701.939999999998,0,4,Mid-Value
299,12700.0,7,3,270,1,4867.990000000006,0,4,Mid-Value
300,16440.0,7,3,282,1,3640.669999999999,0,4,Mid-Value
301,14591.0,14,3,197,1,1447.140000000001,0,4,Mid-Value
302,12749.0,3,3,231,1,3868.2000000000016,0,4,Mid-Value
303,14277.0,14,3,228,1,3957.000000000001,0,4,Mid-Value
304,14649.0,4,3,199,1,1417.2899999999997,0,4,Mid-Value
305,12757.0,15,3,377,1,4227.7000000000035,0,4,Mid-Value
306,15907.0,3,3,249,1,967.4499999999998,0,4,Mid-Value
307,14583.0,5,3,330,1,1052.5500000000004,0,4,Mid-Value
308,16818.0,10,3,191,1,3317.9700000000003,0,4,Mid-Value
309,16813.0,7,3,449,1,1692.9799999999998,0,4,Mid-Value
310,15804.0,0,3,274,1,3848.5499999999984,0,4,Mid-Value
311,12517.0,27,3,286,1,2464.8899999999994,0,4,Mid-Value
312,15453.0,1,3,286,1,1388.370000000001,0,4,Mid-Value
313,15152.0,9,3,278,1,4684.240000000001,0,4,Mid-Value
314,12449.0,21,3,191,1,4067.2900000000013,0,4,Mid-Value
315,17015.0,28,3,217,1,1842.5599999999995,0,4,Mid-Value
316,14132.0,1,3,201,1,3580.130000000001,0,4,Mid-Value
317,14963.0,9,3,198,1,1487.8000000000013,0,4,Mid-Value
318,14178.0,8,3,327,1,1620.93,0,4,Mid-Value
319,14704.0,10,3,415,1,1546.9099999999999,0,4,Mid-Value
320,16794.0,0,3,287,1,1201.5100000000014,0,4,Mid-Value
321,17651.0,11,3,239,1,3886.670000000001,0,4,Mid-Value
322,16744.0,10,3,242,1,1304.7599999999993,0,4,Mid-Value
323,14808.0,39,3,256,1,2175.369999999998,0,4,Mid-Value
324,17750.0,4,3,193,1,1797.5699999999997,0,4,Mid-Value
325,18122.0,7,3,364,1,1826.2100000000016,0,4,Mid-Value
326,16474.0,6,3,368,1,1811.470000000002,0,4,Mid-Value
327,16764.0,3,3,718,1,2758.2500000000027,0,4,Mid-Value
328,16464.0,19,3,236,1,1314.6800000000003,0,4,Mid-Value
329,12627.0,10,3,230,1,4478.53,0,4,Mid-Value
330,15786.0,43,3,280,1,4834.200000000004,0,4,Mid-Value
331,15701.0,1,3,237,1,1542.14,0,4,Mid-Value
332,17777.0,24,3,194,1,665.86,0,4,Mid-Value
333,16910.0,3,3,547,1,1510.060000000002,0,4,Mid-Value
334,14432.0,9,3,382,1,2255.5099999999984,0,4,Mid-Value
335,16360.0,4,3,671,1,3411.6900000000005,0,4,Mid-Value
336,15707.0,34,3,214,1,945.5799999999999,0,4,Mid-Value
337,16049.0,39,3,312,1,1111.7899999999993,0,4,Mid-Value
338,17528.0,0,3,260,1,3540.1000000000017,0,4,Mid-Value
339,17813.0,13,3,378,1,1714.6000000000024,0,4,Mid-Value
340,18096.0,11,3,213,1,911.1500000000001,0,4,Mid-Value
341,12856.0,7,3,317,1,2162.680000000001,0,4,Mid-Value
342,13755.0,3,3,343,1,2154.680000000001,0,4,Mid-Value
343,15787.0,25,3,206,1,948.0500000000001,0,4,Mid-Value
344,12536.0,7,3,273,1,4106.820000000003,0,4,Mid-Value
345,14547.0,3,3,367,1,3986.739999999999,0,4,Mid-Value
346,14554.0,9,3,216,1,2381.040000000002,0,4,Mid-Value
347,14698.0,1,3,210,1,1250.7600000000014,0,4,Mid-Value
348,13471.0,0,3,260,1,2531.579999999998,0,4,Mid-Value
349,15427.0,32,3,306,1,1483.1399999999999,0,4,Mid-Value
350,15993.0,8,3,560,1,2756.8199999999997,0,4,Mid-Value
351,17590.0,1,3,201,1,1479.22,0,4,Mid-Value
352,15444.0,8,3,219,1,1418.2600000000016,0,4,Mid-Value
353,18022.0,35,3,191,1,668.1100000000002,0,4,Mid-Value
354,15531.0,7,3,228,1,2007.4399999999994,0,4,Mid-Value
355,13521.0,0,3,436,1,1093.6500000000003,0,4,Mid-Value
356,16928.0,79,2,213,1,2781.499999999998,0,3,Mid-Value
357,15834.0,69,2,276,1,2084.900000000002,0,3,Mid-Value
358,15301.0,50,2,247,1,5028.119999999999,0,3,Mid-Value
359,16550.0,108,2,261,1,2266.249999999998,0,3,Mid-Value
360,13842.0,58,2,206,1,3385.619999999999,0,3,Mid-Value
361,16081.0,55,2,227,1,2806.9000000000005,0,3,Mid-Value
362,17894.0,71,2,193,1,1119.8100000000004,0,3,Mid-Value
363,18116.0,67,2,378,1,1418.0300000000013,0,3,Mid-Value
364,16556.0,66,2,207,1,3313.79,0,3,Mid-Value
365,13124.0,89,2,235,1,3866.3299999999977,0,3,Mid-Value
366,13869.0,122,2,307,1,3104.9500000000035,0,3,Mid-Value
367,14472.0,103,2,281,1,1936.8400000000013,0,3,Mid-Value
368,17400.0,125,2,213,1,2129.9600000000023,0,3,Mid-Value
369,14462.0,63,2,246,1,1965.9000000000003,0,3,Mid-Value
370,17585.0,108,2,214,1,1133.0700000000004,0,3,Mid-Value
371,13764.0,70,2,208,1,1521.7600000000002,0,3,Mid-Value
372,17284.0,59,2,294,1,1641.6800000000019,0,3,Mid-Value
373,15518.0,63,2,220,1,1911.890000000001,0,3,Mid-Value
374,14978.0,71,2,216,1,1931.4200000000028,0,3,Mid-Value
375,16395.0,60,2,210,1,1486.9000000000003,0,3,Mid-Value
376,12637.0,66,2,394,1,5953.25,0,3,Mid-Value
377,16745.0,86,2,358,1,7170.700000000005,0,3,Mid-Value
378,13334.0,81,2,268,1,3536.819999999998,0,3,Mid-Value
379,17050.0,95,2,316,1,3228.8399999999992,0,3,Mid-Value
380,17571.0,49,2,299,1,1498.5100000000014,0,3,Mid-Value
381,16940.0,51,2,305,1,3049.880000000001,0,3,Mid-Value
382,15416.0,64,2,193,1,3974.3699999999994,0,3,Mid-Value
383,15756.0,60,2,192,1,532.9599999999995,0,3,Mid-Value
384,14535.0,58,2,333,1,2841.0900000000047,0,3,Mid-Value
385,17589.0,59,2,253,1,2404.170000000001,0,3,Mid-Value
386,13505.0,67,2,227,1,4282.879999999999,0,3,Mid-Value
387,16370.0,81,2,228,1,1320.5600000000004,0,3,Mid-Value
388,16121.0,56,2,212,1,867.1099999999998,0,3,Mid-Value
389,18204.0,70,2,202,1,1979.3,0,3,Mid-Value
390,16984.0,77,2,418,1,4392.419999999996,0,3,Mid-Value
391,12378.0,129,2,219,1,4008.6200000000013,0,3,Mid-Value
392,14529.0,59,2,229,1,620.0399999999998,0,3,Mid-Value
393,17509.0,57,2,369,1,6100.740000000002,0,3,Mid-Value
394,12607.0,57,2,202,1,3.339550858072471e-13,0,3,Mid-Value
395,14573.0,179,1,241,1,1603.7200000000014,0,2,Low-Value
396,16919.0,155,1,327,1,2596.4499999999994,0,2,Low-Value
397,17126.0,151,1,262,1,991.8499999999998,0,2,Low-Value
398,15379.0,168,1,196,1,3631.89,0,2,Low-Value
399,17337.0,150,1,548,1,1944.3200000000033,0,2,Low-Value
400,15644.0,165,1,238,1,812.9999999999998,0,2,Low-Value
401,15100.0,329,0,6,0,635.1,0,0,Low-Value
402,18074.0,373,0,13,0,489.6,0,0,Low-Value
403,16250.0,260,0,24,0,389.44000000000005,0,0,Low-Value
404,13747.0,373,0,1,0,79.6,0,0,Low-Value
405,12791.0,373,0,2,0,192.60000000000002,0,0,Low-Value
406,17908.0,373,0,58,0,243.2799999999999,0,0,Low-Value
