UserId,SnackId,Rating
11,52281,2.5
11,52321,3.5
11,52328,3.5
11,52448,4
11,52458,3
11,52604,3.5
11,52644,2.5
11,52694,4
11,52712,3
11,52952,3.5
11,52973,3.5
11,52975,2
11,53125,2.5
11,53129,4
11,53207,3.5
11,53318,3.5
11,53322,4
11,53519,2.5
11,53550,4
11,53921,3.5
11,53953,3
11,53972,4
11,53996,3.5
11,54259,3
11,54286,4
11,54503,4
11,54736,3.5
11,54775,1
11,54780,2.5
11,54787,2.5
11,54997,4
11,54999,3
11,55052,3
11,55080,3
11,55094,3
11,55116,3.5
11,55118,3.5
11,55232,1.5
11,55247,4.5
11,55276,3.5
11,55286,2
11,55290,4
11,55363,3
11,55729,2
11,55765,3.5
11,55814,2
11,55820,4.5
11,55830,3
11,55946,3
11,55995,1
11,56145,3.5
11,56156,2.5
11,56171,2
11,56174,3.5
11,56339,3.5
11,56367,4
11,56587,3.5
11,56607,4
11,56633,2.5
11,56757,4
11,56775,3
11,56782,5
11,56941,2
11,57353,3.5
11,57368,3.5
11,57528,3
11,57669,3
11,58025,3
11,58078,3
11,58103,4
11,58162,2.5
11,58295,4
11,58303,3.5
11,58306,1.5
11,58559,4.5
11,58806,2
11,58839,2
11,58975,3
11,59016,3
11,59103,1.5
11,59107,2.5
11,59141,4.5
11,59256,3.5
11,59315,3.5
11,59362,2.5
11,59369,5
11,59387,2.5
11,59501,2.5
11,59900,2.5
11,60069,4.5
11,60072,3
11,60126,3
11,60397,2
11,60753,3.5
11,61132,3.5
11,61248,3.5
11,61323,3.5
11,61352,3.5
11,61697,3
11,62081,3.5
11,62644,4
11,63853,4
11,64957,3
12,1,4
12,16,4
12,17,4
12,29,5
12,32,2
12,34,5
12,36,3
12,47,5
12,50,5
12,73,2
12,82,4
12,97,4
12,123,5
12,125,5
12,150,5
12,155,1
12,157,1
12,160,1
12,162,4
12,175,5
12,176,4
12,194,5
12,198,1
12,223,5
12,232,4
12,235,5
12,246,5
12,247,5
12,260,5
12,273,3
12,290,5
12,293,4
12,296,5
12,301,2
12,307,5
12,309,4
12,318,4
12,322,5
12,334,3
12,337,4
12,348,4
12,356,3
12,363,4
12,373,5
12,441,4
12,446,5
12,457,3
12,475,3
12,492,4
12,497,4
12,501,5
12,523,3
12,527,5
12,529,4
12,535,4
12,541,4
12,549,5
12,555,3
12,568,3
12,581,5
12,589,3
12,590,4
12,593,4
12,595,3
12,608,5
12,728,4
12,735,5
12,750,5
12,759,5
12,778,5
12,800,5
12,858,4
12,866,3
12,899,3
12,903,5
12,904,4
12,912,5
12,916,4
12,926,4
12,940,3
12,953,4
12,969,3
12,994,5
12,1023,5
12,1036,4
12,1041,4
12,1059,4
12,1060,4
12,1079,5
12,1080,5
12,1086,4
12,1089,5
12,1111,5
12,1120,3
12,1132,4
12,1136,5
12,1147,5
12,1148,5
12,1172,5
12,1177,4
12,1184,5
12,1185,4
12,1192,5
12,1193,5
12,1196,4
12,1197,5
12,1198,4
12,1199,5
12,1206,4
12,1207,4
12,1208,4
12,1211,5
12,1213,4
12,1214,2
12,1216,5
12,1217,5
12,1219,3
12,1221,4
12,1224,4
12,1225,5
12,1230,4
12,1233,4
12,1234,4
12,1240,4
12,1242,4
12,1245,4
12,1246,5
12,1263,4
12,1264,4
12,1270,2
12,1273,5
12,1277,4
12,1279,5
12,1280,5
12,1285,5
12,1289,5
12,1291,4
12,1293,4
12,1299,5
12,1354,5
12,1356,2
12,1357,3
12,1358,4
12,1394,5
12,1449,4
12,1499,1
12,1517,4
12,1537,5
12,1545,4
12,1552,1
12,1584,3
12,1587,1
12,1610,4
12,1617,5
12,1625,4
12,1635,4
12,1639,5
12,1641,3
12,1643,4
12,1648,5
12,1658,1
12,1672,2
12,1673,3
12,1674,4
12,1678,5
12,1682,4
12,1683,4
12,1684,3
12,1701,3
12,1704,4
12,1719,5
12,1721,2
12,1730,4
12,1784,3
12,1794,4
12,1799,5
12,1834,3
12,1836,4
12,1883,4
12,1892,1
12,1914,5
12,1923,2
12,1952,4
12,1954,2
12,1957,4
12,1960,5
12,1961,3
12,1962,4
12,2020,5
12,2028,5
12,2064,4
12,2081,4
12,2095,4
12,2108,4
12,2136,5
12,2144,2
12,2150,3
12,2160,4
12,2174,3
12,2193,3
12,2194,3
12,2243,5
12,2248,5
12,2252,3
12,2263,1
12,2266,1
12,2268,3
12,2291,4
12,2294,2
12,2302,5
12,2312,4
12,2331,4
12,2333,4
12,2348,4
12,2355,4
12,2363,2
12,2391,5
12,2394,2
12,2416,1
12,2419,2
12,2431,2
12,2520,1
12,2542,5
12,2571,5
12,2572,4
12,2580,5
12,2628,3
12,2657,5
12,2692,5
12,2702,4
12,2716,3
12,2739,4
12,2762,3
12,2791,1
12,2797,3
12,2840,1
12,2841,3
12,2858,5
12,2871,4
12,2916,4
12,2985,2
12,2987,2
12,2997,5
12,3052,5
12,3077,4
12,3079,4
12,3100,3
12,4424,3
13,1911,2
13,1965,3.5
13,2116,4.5
13,2431,3
13,3258,2.5
13,3444,1.5
13,6957,3
13,33004,4
13,43560,2
13,56607,3.5
13,58047,1.5
14,293,2
14,318,2.5
14,2571,4.5
14,2959,3
14,168252,5
15,6,4
15,107,3.5
15,135,0.5
15,260,1.5
15,293,5
15,296,4.5
15,348,1.5
15,349,3.5
15,362,4
15,441,3
15,531,2.5
15,541,4.5
15,555,4
15,589,3.5
15,599,5
15,608,5
15,733,2
15,745,4
15,750,5
15,778,4.5
15,838,0.5
15,969,5
15,1036,4.5
15,1079,5
15,1080,5
15,1093,1.5
15,1148,4.5
15,1188,3
15,1196,1
15,1197,4.5
15,1198,4
15,1200,5
15,1201,5
15,1208,4.5
15,1209,3.5
15,1214,5
15,1220,3.5
15,1223,4
15,1233,4
15,1234,4.5
15,1240,4
15,1249,3.5
15,1261,4
15,1262,4
15,1265,5
15,1272,5
15,1278,5
15,1287,3
15,1291,3
15,1303,5
15,1304,4.5
15,1321,3.5
15,1378,1
15,1387,5
15,1394,5
15,1396,1
15,1408,5
15,1527,5
15,1580,3.5
15,1610,4.5
15,1732,5
15,1784,4
15,1831,0.5
15,1884,4
15,1953,4.5
15,1954,4
15,1960,4
15,2028,4
15,2072,2.5
15,2108,1
15,2194,3
15,2300,3.5
15,2401,4.5
15,2502,5
15,2529,2.5
15,2542,4.5
15,2571,4
15,2692,4.5
15,2716,3.5
15,2728,3
15,2797,3.5
15,2871,4
15,2918,3
15,2944,4.5
15,2947,2.5
15,2951,4.5
15,2959,4
15,2997,4
15,3030,5
15,3037,4.5
15,3066,4
15,3112,3.5
15,3252,3
15,3265,4
